"MyWord","fields"
"格上げ","<div>格上げ<br></div>かくあげ &nbsp;status elevation; upgrading; promotion​<div><br></div><div><div>防衛庁が防衛省に格上げされたのはなぜですか？</div><div>Why was the Japan Defense Agency upgraded to the Japanese Ministry of Defense?</div></div><div><div>彼女は昇格した。</div><div>She was graded up.</div></div><div><br></div><div><img src=""paste-9865539878913.jpg""></div>[sound:naver-7b661757-a70810a1-23f8b61a-418a687b-66a4a9dc.mp3]"
"格別","<div>格別<br></div>かくべつ &nbsp;particular-different<div><br></div><div><div>暑い日の生ビールの味はまた格別だ。</div><div>Draft beer tastes especially good on a hot day</div></div><div><div>格別変わったこともない.</div><div>There have been no changes worth mentioning</div></div><div><div>格別な事も無くすんだ</div><div>Nothing serious came of the affair</div></div><div><br></div><div><div>格&nbsp;status, rank, capacity, character</div></div><div><div>別&nbsp;separate, branch off, diverge</div></div>[sound:naver-224f229f-7797a2a5-6de23660-133a0873-959ec44b.mp3]"
"格段の違い","<div>格段の違い<br></div><div>格段の相違<br></div><div><br></div><div>格段<br></div>かくだん dramatic (improvement); remarkable (difference); marked<div><div><div>2. (far) better; exceptional​</div></div><div><br></div><div>格段にすぐれている<br></div><div>far surpasses</div><div>格段に進歩した<br></div><div>greatly improved</div><div><br></div><div><div>段 grade, steps</div></div></div> [sound:oddcast-570c5f70-e9a81b51-45b20d82-d0221bcc-6500b09a.mp3][sound:voicetext-18396534-7e777a11-eeef424a-e4bde9ac-e67c1cce.mp3]"
"検察","<div>検察<br></div><div>けんさつ&nbsp;examination; investigation</div><div>&nbsp;2. <b>Prosecution (Legal)</b></div><div><b><br></b></div><div><div>検察官</div><div>けんさつかん<br></div><div>public prosecutor​</div></div> [sound:voicetext-c87f0828-6a21e37a-772157de-e180e875-dbff69be.mp3][sound:voicetext-b9ee88a1-896275b9-d2f70ae0-5f8ff98b-48b4ebbc.mp3]"
"検査","<div>検査<br></div>けんさ &nbsp;inspection (e.g. customs, factory);&nbsp;<div>examination; scan (e.g. MRI, PET, etc.)​<div><br></div><div><div>病院で検査用の血液を採血した。</div><div>They took a sample of my blood at the hospital</div></div><div><div>妊娠検査を受けました。</div><div>I got a pregnancy test</div></div><div><div>税関の役人は箱を検査した。</div><div>The customs officials examined the boxes</div></div><div><div>視力検査をします。</div><div>I'll check your vision</div></div><div><br></div><div><div>査&nbsp;investigate</div></div><div><div>検&nbsp;examination, investigate&nbsp;</div></div></div>[sound:naver-c0bbe382-18bd99cc-ef2ac8ad-0bd72beb-b823ba1b.mp3]"
"楯突く","<div>楯突く<br></div>たてつく to defy; to disobey; to rebel against; to oppose<br><div><br></div><div>あの人にたてつかない方がいいよ。 <div> You're better off not getting in his way!</div></div><div><img src=""paste-ffb9e9216ef0feaf1e7c3d2e984367ef11a97b51.jpg""><br></div><div><div>楯 shield, buckler, pretext&nbsp;</div></div> [sound:oddcast-efe56d6b-3ee33931-c3a1be63-31bf1c91-a9add34a.mp3][sound:voicetext-2f4edbfd-fab051db-a6b02d8b-972f6a23-15d91652.mp3]"
"極","<div>極&nbsp;<br></div>ごく&nbsp;quite; very<br><div><br></div><div>石油が化学製品の材料として用いられるようになったのは<b>ごく最近のこと</b>である。 <div> It is <b>only recently</b> that crude oil has come to be used to make chemical products</div></div><div>両者の間には、あったとしても、相違はごくわずかである。 <div> There is little, if any, difference between the two</div></div><div><br></div><div>[that we well get the ball from our setter, but he has to earn it]</div><div><img src=""paste-16bd164d7ae7d658c266a62c9868ad76dcc50698.jpg""><br></div>[sound:voicetext-452ead50-d025e678-ecdbd603-907bac7e-f17af548.mp3]"
"極力","<div>極力<br></div>きょくりょく&nbsp;&nbsp;to the utmost; to the best of one's ability​<br><div><br></div><div>我々はあの悪い状況を極力生かした。 <div> We made the best of that bad situation</div></div>[sound:voicetext-7596f461-9909ab34-514f21a9-37d1344a-bd267cb3.mp3]"
"極度","<div>極度<br></div>きょくど &nbsp;maximum; extreme; utmost; curvature<div><br></div><div><div>彼は雨の中を運転するときに極度の注意を払う。</div><div>He uses extreme care when he drives in the rain</div></div><div><img src=""paste-125584843735041.jpg""></div><div><img src=""paste-125571958833153.jpg""></div>[sound:naver-e6619e93-4adb10fd-d36fd3ab-4710a78b-d4681cca.mp3]<br>"
"楽しい一時","<div>楽しい一時</div><div><br></div>ひととき&nbsp;moment; a (short) time; a while​<div>&nbsp;2.&nbsp;former times​</div><div><br></div><div><div><div>彼女は彼らと<b>楽しいひとときを過ごした</b>。&nbsp;</div><div>She had a happy time with them.</div></div></div><div><br></div><div><img src=""paste-4745938862081 (1).jpg""></div> [sound:oddcast-1c10e631-f9bddd54-7feafc04-19a0e8ef-fa4f2896.mp3][sound:oddcast-a0733926-174724d7-cb2ab22a-93d993c3-f3e4802a.mp3]"
"楽勝","<div>楽勝<br></div>らくしょう easy victory​<br><div><br></div><div>彼はその競争に楽勝した。 <div> He won the race with ease</div></div><div>楽勝だよ。 <div> It's a piece of cake</div></div>[sound:voicetext-d741aa2a-45a6714f-3d94c0f3-eed95be9-357e1903.mp3]"
"権威","<div>権威<br></div>けんい authority; power; influence​<br><div><br></div><div>権威者&nbsp;an authority​</div><div><br></div><div>彼は部下に対する権威がない、部下に対して睨みがきかない。 <div> He has no authority over his staff members</div></div><div>彼は刑法の権威だ。 <div> He is an authority on criminal law</div></div><div>彼はなかなか権威に屈するような男ではない。 <div> He is the last man to submit to authority</div></div>[sound:voicetext-954a268b-b13cd947-bf0c5307-ca3e62e3-c9d208a9.mp3]"
"横取り","<div>横取り<br></div>よこどり<br>snatching; stealing; seizure<br><div><img src=""paste-fbcc168bc54a3522b9a146ae8f2eade2545e4460.jpg""><img src=""paste-cb0b50a063cd68c9cb3b4bbf2ee6a35f80c4ccf0.jpg""><br></div>[sound:voicetext-e6e19d4e-ebb3eb1b-42bfdf65-9e8b186d-22fb1ed7.mp3]"
"横文字","<div>横文字<br></div>よこもじ&nbsp; European writing; cross-wise writing​<div><div>2. Western language​</div></div>&nbsp;[sound:voicetext-33bf757f-3ba435bf-a00e3856-b9ad322d-64e21890.mp3]"
"横断幕","<div>横断幕<br></div>おうだんまく horizontal banner​<br><div><br></div> [sound:voicetext-f4fe1937-e44e6e6f-a72d7ac3-cead18b4-0d91aa40.mp3]<img src=""paste-7a5d36d1f97d3fea51dcbf5568605fe555cc113e.jpg""><div><img src=""paste-0fe82084dc84e43a1199e3e008c213205b005c0d.jpg""></div>"
"横書き","<div>横書き<br></div>よこがき &nbsp;writing horizontally<div><br></div><div><div>横書きになっている行の形式</div><div>a style of a line written laterally</div><div>横書きにするきまりのある文字</div><div>a letter that has to be written horizontally</div></div><div><div>から右へ横書きにする文字</div><div>letters written from left to right</div></div><div><div>横書きの日本文で,左から右へ書くこと</div><div>the act of writing Japanese sentences from left to right</div></div><div><img src=""paste-32727650795521 (1).jpg""></div><div>[sound:naver-2abcef09-ff4d8ec0-bfcf7d87-f2de8bf6-f771bf58.mp3]</div>"
"横着","<div>横着<br></div>おうちゃく&nbsp;<br><div>&nbsp;1. laziness; shirking​</div><div>&nbsp;2.&nbsp;impudent; brazenly dishonest​</div><div>Taking shortcuts</div><div><br></div><div>横着しないで</div><div>Don't be lazy</div><div><div>彼女は横着を決め込んでいる</div><div>She shirks her duties</div></div><div><div>彼らは法律を眼中に置かぬ横着者だThey have the audacity to defy the law</div></div><div><div>横着しないで、教わった漢字を使いなさい。</div><div>Don't be lazy, use the kanji you've been taught</div></div><div><br></div><div><div>横 sideways, side, horizontal</div></div><div><div>着 don, arrive, wear</div></div> [sound:oddcast-32445296-b6064a24-89602339-c6580cc0-1a2dee67.mp3][sound:oddcast-c684503c-d1c8b73c-e23c6794-ec14fd58-cf4fec45.mp3]"
"欠くことができない","<div>欠くことができない<br></div><div>欠くべからざる</div><div>indispensable; essential; necessary​<br></div><div><br></div><div>電話は現代生活に欠くことができないものだ。 <div> The telephone is essential to modern life</div></div><div>睡眠は健康に欠くことができないものです。 <div> Sleep is essential to health</div></div><div>[sound:voicetext-60a0a8f4-7421587e-ca5d5ae4-ef399642-bf1e68ee.mp3]<br></div>"
"欠席","<div>欠席<br></div><img src=""paste-23059679412225.jpg"">&nbsp;&nbsp;absence; non-attendance (usu from school)<div><br></div><div><div>母親が病気のその少女は今日欠席している。</div><div>The girl whose mother is ill is absent today.</div></div><div><div>彼女は風邪をひいただけで欠席した。</div><div>She was absent simply because she caught cold</div></div><div><div>彼は嵐のため欠席した。</div><div>His absence was due to the storm.</div></div>[sound:naver-f219baba-4f310839-80df623f-7e11d860-4a9b62c6.mp3]"
"次男","<div>次男<br></div>じなん&nbsp;second son​[sound:voicetext-fe020aea-52d8a5ec-767aecb7-11855e27-024034dd.mp3]"
"欲","<div>欲<br></div>よく&nbsp;&nbsp;greed; craving; desire<br><div><br></div><div><div>欲をかく - to be greedy</div><div>欲を張る - to lust for</div><div>欲に目が眩む - to be blinded by greed</div></div> [sound:voicetext-047fcc14-1c30321d-7c1d1217-1c285344-66a3bea3.mp3]&nbsp;[sound:voicetext-282f039e-29d6e4df-add8b37c-c5bd084c-e86447fc.mp3] (not: often; well)"
"欲する","<div>欲する<br></div>ほっする&nbsp;to want; to desire​<br><div><br></div><div><div>目的を<b><b>欲する</b></b>ものは手段をも<b><b>欲する</b></b></div><div>He who wills the end, wills the means</div></div><div><div>汝の<b><b>欲する</b></b>ままにせよ</div><div>Do as you will</div></div><div><div>肉慾の<b><b>欲する</b></b>処に従う</div><div>to live after the flesh</div></div><br>[sound:voicetext-7781df4b-45690ab2-d750e0e8-4693d816-d41a7e59.mp3]"
"欲求","<div>欲求<br></div>よっきゅう desirous want<br><div><br></div><div>彼女の医者になりたいと言う欲求が彼女を駆り立てた。 <div> Her desire to be a doctor spurred her on.</div></div><div>妻は家を買いたい欲求に取りつかれている。 <div> My wife is possessed with the desire to buy a house.</div></div>[sound:voicetext-1b18e9bd-4a892f9e-3944105a-e0ff353f-fbb02fda.mp3]"
"止せ","<div>止せ<br></div><div><br></div>止す &nbsp;to cease; to desist; to cut it out; to lay off (an activity); to drop (a subject) to abolish<br><div><img src=""paste-28385438859265.jpg""></div><div><img src=""paste-28501402976257.jpg""></div><div><img src=""paste-28548647616513.jpg""></div><br>[sound:naver-b838af34-50e3bd67-aeb029ab-98a68e74-f113e512.mp3]"
"止まる","<div>止まる<br></div>とどまる to remain; to abide; to stay (in the one place)​<div>2. to be limited to; to be confined to<br><div><br></div><div>面会人は午後９時以降病院に留まることはできない。 <div> No visitor can remain in the hospital after 9 p.m.</div></div><div>彼女は行くかとどまるかを熟考した。 <div> She deliberated over whether to go or stay</div></div></div>[sound:voicetext-c375d64e-4caf16eb-65dc16e5-0dd9c8a7-627d5dfd.mp3]"
"止めになる","<div>止めになる</div><div>やめになる&nbsp;</div><div>to be given up; to be discontinued</div>[sound:naver-0f83b8a4-150cfc83-a4d7c19d-189221ab-cfd9852e.mp3]"
"正す","<div>正す<br></div>ただす to correct; to rectify; to reform<br><div>&nbsp;2.&nbsp;to straighten (one's posture, collar, etc.); to adjust​</div><div><br></div><div>姿勢を正しなさい<br></div><div>Sit up straight<br></div><div>状況をただちに正していただけるようお願いします。 <div> I hope you will correct the situation immediately</div></div>[sound:voicetext-40dadc2e-5dd6f06d-36b5c7ed-c71e3d23-ad82cbbd.mp3]"
"正当化","<div>正当化<br></div>せいとうか &nbsp;to justify<div><br></div><div><div>彼は自分の行為を正当化しようとしている。</div><div>He is trying to justify his act.</div></div><div><br></div><div><div><div>正&nbsp;correct, justice, righteous</div></div><div><div>当&nbsp;hit, right, appropriate</div></div></div><div><div>化&nbsp;change, take the form of, influence</div></div>[sound:naver-ee1ce9df-43c4f7c7-234ca64d-005e8134-26919767.mp3]"
"正念場","<div>正念場<br></div>しょうねんば &nbsp; critical moment; do-or-die situation​<div><div><br></div><div>正&nbsp;correct, justice, righteous</div></div><div><br></div><div><img src=""paste-7795365642241 (1).jpg""></div><br>[sound:naver-32e164ce-2713c2be-24d3ec04-61619bc9-f55ba2dd.mp3]"
"正気","<div>正気<br></div>しょうき &nbsp;sanity; consciousness; soberness<div><br></div><div><div>彼は正気に戻った。</div><div>He recovered the balance of his mind.</div></div><div><br></div><div><div>彼女は正気でないという理由で釈放された。</div><div>She was released on the grounds that she was insane.</div></div><div><div>彼女は病院に連れていかれた時に正気にかえった。</div><div>She came to herself when she was taken to the hospital.</div></div> [sound:oddcast-fffb9b18-3b2238df-36278a4d-c98dd030-0614839a.mp3][sound:naver-f193a932-1dea5940-61053251-390b4062-975701f2.mp3]"
"正面","<div>正面<br></div><img src=""paste-11944304050177.jpg"">&nbsp;front-face<div><br></div><div><div>正面攻撃.</div><div>a frontal attack</div></div><div><div>二台の車は道路で正面衝突するところだった。</div><div>The two cars almost met head-on on the way.</div></div><div><div>暖炉の正面にくるようにソファーを動かしなさい。</div><div>Shift the sofa so that it faces the fireplace.</div></div><div><img src=""paste-12159052414977.jpg""></div>[sound:naver-a196e0e3-ec5bf492-fb21500b-b2300a65-041e0435.mp3]"
"武装","<div>武装</div>ぶそう (on-person)arms; armament​<br><div><img src=""658C0F68-840B-405A-958A-16B476AB07EC.jpg""><br></div><div>武装を解く</div><div>to lay down one's arms<br></div><div><br></div><div><div>装 attire, dress, pretend, disguise</div></div>[sound:voicetext-ec97a6b4-b77656f9-66d8b026-b551726b-4da06f23.mp3]"
"歩み寄る","<div>歩み寄る<br></div>あゆみよる &nbsp;to compromise; to meet halfway<div>&nbsp;2.&nbsp;to step up to; to walk up to; to approach</div><div><br></div><div><div>彼は彼女の方に歩み寄った。</div><div>He walked up to her.</div></div><div><div>双方が互いに歩み寄らねばならなかった。</div><div>Both sides had to compromise with each other</div></div><div><br></div><div><div>寄&nbsp;draw near, stop in</div></div><div>歩む &nbsp;あゆむ walk; go on foot</div>&nbsp;[sound:naver-8aff181e-88cad11a-713148af-81d6a42e-5f614b0c.mp3]"
"歩行","<div>歩行 walking going<br></div>ほこう<div><br></div><div>長距離の歩行には慣れていない。 <div> I am not accustomed to walking long distances</div><div>歩行中にかばんから目を離さないように。 <div> Keep an eye on your bag while walking</div></div><div><img src=""paste-3b61808c30e71c7dd7d725eed6c0c1d94819c1d0.jpg""><br></div></div><div>徒歩 on foot</div>[sound:voicetext-b208e705-af56dc67-7826b669-d0665211-876f2379.mp3]"
